dim_height,dim_width,dim_depth,dim_weight,display_size,num_usb,num_hdmi,display_type,energyclass,display_resolution,dim_color,smart,usb,wifi,dim_density,display_pixeldensity,display_relativeenergy,is_company_tcl,is_company_lg,is_company_hisense,is_company_dyras,is_company_samsung,is_company_sony,is_company_tesla,is_company_philips,is_company_panasonic,is_company_loewe,is_company_gaba,is_company_nokia,is_company_vortex,is_company_smart,is_company_strong,price,serial_id
,,,,75.0,3.0,4.0,2.0,6.0,0.0,6.0,1,1,1,,,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2249910.0036,283497
57.7,93.2,17.0,9.3,42.0,,,3.0,6.0,1.0,,1,1,1,0.0001017284205579793,0.00018595517736404816,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,364999.0033,270729
71.1,123.3,7.4,17.5,55.0,2.0,3.0,4.0,6.0,1.0,2.0,1,1,1,0.0002697575767273017,0.0001140689181589733,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179999.005,258127
71.91,111.68,25.02,11.6,50.0,1.0,3.0,4.0,6.0,1.0,,1,1,1,5.773058918594891e-05,0.000124518908744176,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140398.9953,248888
101.8,167.0,31.3,37.9,75.0,2.0,4.0,2.0,6.0,1.0,,1,1,1,7.12246991169904e-05,5.8821453360469633e-05,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,899909.9985,283474
104.7,167.3,34.1,,75.0,1.0,3.0,4.0,5.0,1.0,,1,1,1,,5.708964958943978e-05,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,489998.9946,283503
,,,,85.0,2.0,4.0,2.0,5.0,1.0,6.0,1,1,1,,,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2046910.9938,283489
68.17,111.83,22.4,11.8,50.0,2.0,3.0,2.0,5.0,1.0,6.0,1,1,1,6.910068778242892e-05,0.0001311741869768142,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,186899.0039,269073
76.8,122.7,25.3,,55.0,2.0,4.0,2.0,6.0,1.0,,1,1,1,,0.00010611926107036131,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,494909.9957,283472
62.3,97.3,21.6,8.0,43.0,1.0,2.0,4.0,6.0,1.0,6.0,1,1,1,6.109917538719922e-05,0.0001649677735454379,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120148.9977,251608
76.7,122.8,27.1,18.7,55.0,2.0,3.0,3.0,6.0,1.0,,1,1,1,7.326196870596592e-05,0.00010617108833859234,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269999.0028,251526
113.15,190.09,39.47,43.5,85.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,5.123990331318389e-05,4.6492850201640645e-05,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,734989.9956,283455
76.82,122.74,23.7,20.6,55.0,2.0,4.0,2.0,6.0,1.0,1.0,1,1,1,9.218461634689337e-05,0.00010605705861268799,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,719910.0029,283482
87.22,145.09,27.4,21.3,65.0,2.0,3.0,2.0,4.0,1.0,6.0,1,1,1,6.142928742642725e-05,7.902171246404256e-05,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,431909.9947,283464
,,,,85.0,2.0,3.0,4.0,5.0,1.0,6.0,1,1,1,,,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,719999.0045,283504
,,,,85.0,2.0,4.0,2.0,5.0,1.0,6.0,1,1,1,,,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1739913.0048,283485
,,,,85.0,3.0,4.0,2.0,6.0,0.0,6.0,1,1,1,,,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3114911.0041,283498
,,,,50.0,1.0,3.0,4.0,,1.0,6.0,1,1,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,219999.0012,283500
,,,,23.6,,,6.0,,3.0,6.0,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45668.0062,230581
,,,,40.0,2.0,3.0,4.0,6.0,2.0,6.0,1,1,1,,,0.42857142857142855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94998.9972,275833
58.3,96.84,21.8,7.9,43.0,1.0,2.0,4.0,5.0,2.0,6.0,0,1,0,6.418702723045094e-05,0.0003542473907908431,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97899.0041,237353
,,,,55.0,,,4.0,6.0,1.0,,1,0,1,,,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269999.0028,285442
,,,,55.0,,,4.0,6.0,1.0,,1,0,1,,,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239998.9993,285440
56.0,96.3,7.4,6.8,43.0,2.0,1.0,,6.0,1.0,2.0,1,1,1,0.00017039736665904888,0.00018543242842308262,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89998.9945,261998
55.2,95.8,8.0,,43.0,,,2.0,,1.0,6.0,1,1,1,,0.0001891016913255272,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124599.0015,269323
78.3,122.7,25.5,,55.0,2.0,4.0,,6.0,1.0,6.0,1,1,1,,0.00010408632503453064,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,289999.0009,269081
,,,,55.0,,,4.0,6.0,1.0,,1,0,1,,,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259998.9974,285441
,,,,50.0,,,4.0,6.0,1.0,,1,0,1,,,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209998.9958,285430
,,,,40.0,,,4.0,,2.0,6.0,1,0,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88998.9965,265099
90.5,144.6,28.9,,65.0,2.0,4.0,2.0,6.0,1.0,,1,1,1,,7.641579361622461e-05,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,379998.9987,269089
145.6,196.1,28.1,42.0,88.0,3.0,4.0,3.0,6.0,0.0,1.0,1,1,1,5.234847106867519e-05,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4437998.998,251508
89.14,144.63,28.54,30.3,65.0,3.0,4.0,2.0,6.0,1.0,,1,1,1,8.234886993543798e-05,7.756556923951815e-05,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,424998.9976,282848
46.54,73.74,15.05,4.1,32.0,1.0,2.0,4.0,5.0,2.0,6.0,1,1,1,7.938123376883925e-05,0.0005827744235224542,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99998.9999,283506
98.6,156.2,37.8,31.7,70.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,5.445145861681589e-05,6.492949954938928e-05,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,288599.0037,270718
76.8,123.7,27.4,12.9,55.0,2.0,3.0,2.0,6.0,1.0,6.0,1,1,1,4.955736742413067e-05,0.00010526138507140932,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149900.005,275842
89.7,145.1,30.0,22.3,65.0,2.0,4.0,2.0,5.0,1.0,,1,1,1,5.711152446537339e-05,7.683164726283416e-05,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,501414.9992,283468
89.0,144.6,29.1,19.5,65.0,2.0,3.0,2.0,,1.0,6.0,1,0,0,5.206948985838541e-05,7.770370025020592e-05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259998.9974,269326
,,,,65.0,2.0,3.0,4.0,5.0,1.0,,1,1,1,,,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199999.0031,282952
77.4,123.2,25.5,16.9,55.0,2.0,4.0,2.0,6.0,1.0,,1,1,1,6.950160848929659e-05,0.00010486929091580254,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,407914.9957,283467
,,,,23.0,2.0,2.0,4.0,5.0,3.0,6.0,1,1,1,,,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69998.9964,275832
,,,,23.6,,,4.0,5.0,3.0,0.0,0,1,0,,,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43289.0041,230693
89.1,144.6,27.0,27.5,65.0,2.0,4.0,2.0,5.0,1.0,1.0,1,1,1,7.905383313063931e-05,7.761649071008224e-05,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,926116.004,283483
101.9,167.0,31.3,39.9,75.0,2.0,4.0,2.0,3.0,1.0,1.0,1,1,1,7.490967329638553e-05,5.876372867611196e-05,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,995916.9947,283478
102.6,167.7,35.1,34.7,75.0,2.0,4.0,2.0,5.0,1.0,,1,1,1,5.7456866178464796e-05,5.81191931661128e-05,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,680517.0032,283469
70.54,111.36,22.0,17.6,50.0,2.0,4.0,2.0,5.0,1.0,1.0,1,1,1,0.00010184162242666589,0.00012730202803333234,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,594915.0027,283481
76.79,122.74,25.3,20.2,55.0,2.0,4.0,2.0,5.0,1.0,,1,1,1,8.471104938475454e-05,0.00010609849254625198,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,589998.9978,283476
70.0,111.2,29.2,10.5,50.0,1.0,2.0,2.0,6.0,1.0,,1,1,1,4.619591997634769e-05,0.00012846865364850977,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159998.9942,282746
,,,,55.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,198899.9959,275843
,,,,65.0,3.0,4.0,4.0,6.0,0.0,2.0,1,1,1,,,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,449998.9984,251562
102.69,167.75,33.89,32.5,75.0,2.0,3.0,4.0,6.0,1.0,2.0,1,1,1,5.5669985660723354e-05,5.80509481243666e-05,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,509914.9949,283460
70.39,111.42,23.7,18.2,50.0,2.0,4.0,2.0,6.0,1.0,,1,1,1,9.791493109963069e-05,0.00012750460808028832,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,409311.0051,283471
61.0,95.9,25.2,7.8,43.0,1.0,2.0,2.0,6.0,1.0,,1,1,1,5.291095737086266e-05,0.00017094309304432553,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144998.9988,282745
59.9,96.5,20.5,8.7,43.0,2.0,3.0,,6.0,1.0,6.0,1,1,1,7.341947181441246e-05,0.00017299990485005235,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147899.0057,269115
98.16,169.2,5.98,50.3,75.0,1.0,3.0,2.0,5.0,1.0,6.0,1,1,1,0.0005064445391815911,6.020950982715536e-05,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1319998.9983,249101
46.54,73.74,15.05,4.2,32.0,1.0,2.0,4.0,,2.0,6.0,1,1,1,8.131736142173779e-05,0.0005827744235224542,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89368.9983,248894
89.7,144.3,29.8,,65.0,3.0,4.0,,6.0,0.0,6.0,1,1,1,,0.0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,589998.9978,269090
59.81,96.55,18.1,8.6,43.0,2.0,3.0,2.0,5.0,1.0,6.0,1,1,1,8.227990770132716e-05,0.00017317050341790952,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,219999.0012,283461
,,,,75.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,624999.004,275855
,,,,55.0,1.0,2.0,4.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155999.0022,260086
,,,,65.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179999.005,275845
85.89,144.9,27.96,28.6,65.0,3.0,4.0,4.0,6.0,1.0,1.0,1,1,1,8.218979133294715e-05,8.035057921920288e-05,0.2857142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,539998.9962,262716
,,,,65.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,439899.9965,275851
,,,,43.0,2.0,4.0,2.0,6.0,1.0,5.0,1,1,1,,,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217499.0062,269066
117.8,192.7,42.5,48.9,86.0,2.0,4.0,1.0,6.0,1.0,,1,1,1,5.068657242730273e-05,4.4052746997144504e-05,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,270726
77.35,122.54,26.59,18.2,55.0,2.0,4.0,3.0,6.0,1.0,,1,1,1,7.221291171121959e-05,0.00010550227046161147,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,549999.0016,283507
,,,,65.0,2.0,4.0,3.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,275848
,,,,75.0,2.0,4.0,1.0,5.0,1.0,6.0,1,1,1,,,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,499999.0,270720
,,,42.7,75.0,3.0,4.0,1.0,6.0,0.0,,1,1,1,,,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,251547
,,,,88.0,2.0,,,,1.0,,1,1,1,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,749998.9953,252665
72.09,124.74,5.98,29.3,55.0,1.0,3.0,2.0,,1.0,6.0,1,1,1,0.0005448609347519928,0.00011120369931115758,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,896999.0061,249103
89.6,144.4,26.5,23.1,65.0,2.0,4.0,3.0,5.0,1.0,6.0,1,1,1,6.737377828882037e-05,7.729026513652553e-05,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,649999.0048,283508
105.2,184.7,2.8,,83.0,3.0,4.0,3.0,5.0,1.0,,1,1,1,,5.1465638451831255e-05,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1399999.0034,279531
,,,,65.0,2.0,4.0,4.0,6.0,1.0,6.0,0,1,1,,,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,289999.0009,275850
,,,9.8,43.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147999.0055,270688
,,,,65.0,3.0,4.0,1.0,6.0,0.0,,1,1,1,,,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,399998.9968,251567
112.3,190.0,34.5,42.5,85.0,2.0,3.0,2.0,5.0,1.0,6.0,1,1,1,5.773464207578453e-05,4.6866944743872144e-05,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,539998.9962,269107
62.3,97.3,21.6,,43.0,1.0,,4.0,6.0,1.0,,1,1,1,,0.0001649677735454379,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159998.9942,276491
69.8,122.2,2.72,21.3,55.0,3.0,4.0,3.0,6.0,1.0,,1,1,1,0.0009180874925484053,0.00011723934177143957,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529999.0035,270742
,,,,55.0,1.0,3.0,4.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,194999.0004,283501
101.7,165.4,31.8,41.8,75.0,3.0,4.0,2.0,6.0,0.0,6.0,1,1,1,7.814347202782632e-05,0.0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1149998.9954,269103
103.0,167.0,31.6,,75.0,2.0,4.0,,6.0,1.0,6.0,1,1,1,,5.813615487471659e-05,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,549999.0016,269099
,,,,85.0,2.0,4.0,2.0,5.0,1.0,,1,1,1,,,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,599999.0032,269108
89.1,146.2,27.5,,65.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,,7.676706263117572e-05,0.2857142857142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,193599.0032,273530
,,,,32.0,1.0,2.0,4.0,5.0,,,1,0,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87998.9985,285172
,,,,65.0,2.0,4.0,2.0,6.0,1.0,1.0,1,1,1,,,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,351536.0,262912
102.9,167.5,35.9,,75.0,,4.0,0.0,4.0,1.0,,1,0,1,,5.801894318494989e-05,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,549999.0016,286087
105.1,169.3,37.7,48.0,75.0,2.0,4.0,4.0,,0.0,6.0,1,1,1,7.155503739704025e-05,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719999.0045,256067
46.8,73.3,18.9,5.0,32.0,2.0,3.0,,5.0,3.0,6.0,1,1,1,7.711846426413656e-05,0.0008745233847553084,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107998.9966,251615
67.7,111.1,19.2,8.9,50.0,2.0,3.0,,4.0,1.0,6.0,1,1,1,6.162913189398704e-05,0.00013295273397354507,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114998.9953,281581
105.43,167.25,2.54,43.8,75.0,2.0,4.0,2.0,6.0,0.0,6.0,0,1,1,0.0009779351604406283,0.0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,889998.9947,234445
,,,,43.0,2.0,4.0,4.0,6.0,1.0,1.0,1,1,1,,,0.2857142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105299.002,260898
,,,,55.0,2.0,4.0,2.0,5.0,1.0,6.0,1,1,1,,,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,279998.9955,282847
98.4,171.7,98.4,43.4,77.0,3.0,4.0,3.0,6.0,0.0,6.0,0,1,1,2.6105333002418763e-05,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3999998.9977,236371
46.8,73.3,18.9,5.0,32.0,2.0,3.0,5.0,5.0,3.0,,1,1,1,7.711846426413656e-05,0.0008745233847553084,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109999.0053,280494
87.1,144.9,29.1,29.0,65.0,2.0,4.0,3.0,6.0,1.0,6.0,1,1,1,7.896205973502146e-05,7.923434269962499e-05,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,489899.9981,275847
70.2,112.1,24.9,13.7,50.0,2.0,3.0,1.0,6.0,1.0,,1,1,1,6.991630936115385e-05,0.00012707416810895847,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184998.995,270692
91.4,114.6,30.9,34.5,65.0,1.0,4.0,,6.0,0.0,6.0,0,1,1,0.00010659327413865869,0.0,0.14285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479999.0019,265100
89.9,145.4,27.1,21.8,65.0,,3.0,4.0,6.0,1.0,6.0,1,0,1,6.15407953113457e-05,7.650254829988387e-05,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258099.0012,270715
,,,,65.0,,,3.0,,1.0,6.0,1,1,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,599999.0032,270943
89.1,144.6,28.5,26.1,65.0,2.0,4.0,2.0,6.0,1.0,,1,1,1,7.108036517660164e-05,7.761649071008224e-05,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,548999.0036,283473
,,,,65.0,3.0,4.0,,6.0,0.0,,1,1,1,,,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,259995
75.9,123.6,29.0,,55.0,,4.0,3.0,6.0,1.0,,1,1,1,,0.00010659571655772585,0.2857142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1091998.9971,278223
45.6,73.1,7.6,,32.0,2.0,3.0,4.0,5.0,2.0,,1,1,1,,0.0005999952000383998,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,327599.0019,278227
49.8,72.5,25.4,10.0,32.0,,3.0,4.0,5.0,2.0,2.0,1,1,1,0.00010904328691360609,0.000553939897521119,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,467999.0005,278225
43.4,73.2,8.1,,32.0,2.0,3.0,4.0,5.0,3.0,6.0,1,1,1,,0.0009443227317367984,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53999.003,267338
